img_path,top_left_col,top_left_row,top_right_col,top_right_row,bot_right_col,bot_right_row,bot_left_col,bot_left_row,eye_right_col,eye_right_row,eye_left_col,eye_left_row,nose_tip_col,nose_tip_row,mouth_right_col,mouth_right_row,mouth_left_col,mouth_left_row
Angel_Fashion_WWL.jpg,213,164,293,155,302,236,221,244
Angel_Fashion_WWL.jpg,194,132,225,132,225,163,194,163
Angel_Fashion_WWL.jpg,134,121,168,123,166,157,132,155
Angel_Fashion_WWL.jpg,432,91,463,89,465,120,434,122
Angel_Fashion_WWL.jpg,384,87,415,89,413,120,382,118
Angel_Fashion_WWL.jpg,431,117,468,118,467,156,430,155
Angel_Fashion_WWL.jpg,159,62,186,63,185,90,158,89
Angel_Fashion_WWL.jpg,289,126,323,124,325,158,291,160
Angel_Fashion_WWL.jpg,25,40,52,43,49,70,22,67
Angel_Fashion_WWL.jpg,122,79,153,80,152,110,121,109
Angel_Fashion_WWL.jpg,156,101,188,105,185,137,152,133
Angel_Fashion_WWL.jpg,237,69,268,69,268,100,237,100
Angel_Fashion_WWL.jpg,297,15,324,15,324,41,297,41
Angel_Fashion_WWL.jpg,248,110,279,111,278,141,247,140
Angel_Fashion_WWL.jpg,335,15,362,14,363,41,336,42
Angel_Fashion_WWL.jpg,-1,31,23,33,21,58,-3,56
Angel_Fashion_WWL.jpg,467,-6,492,-2,488,22,463,18
Angel_Fashion_WWL.jpg,101,50,132,51,131,81,100,80
Angel_Fashion_WWL.jpg,69,141,104,142,103,176,68,175
Angel_Fashion_WWL.jpg,417,21,440,21,440,44,417,44
Angel_Fashion_WWL.jpg,393,23,416,23,416,46,393,46
Angel_Fashion_WWL.jpg,1,84,32,83,33,113,2,114
Angel_Fashion_WWL.jpg,220,-7,251,-5,249,25,218,23
Angel_Fashion_WWL.jpg,17,81,48,83,45,114,15,111
