img_path,top_left_col,top_left_row,top_right_col,top_right_row,bot_right_col,bot_right_row,bot_left_col,bot_left_row,eye_right_col,eye_right_row,eye_left_col,eye_left_row,nose_tip_col,nose_tip_row,mouth_right_col,mouth_right_row,mouth_left_col,mouth_left_row
10.10.10PeterKuperByLuigiNovi2.jpg,812,453,1013,697,769,897,569,653
10.10.10PeterKuperByLuigiNovi2.jpg,889,13,930,12,931,54,890,55
10.10.10PeterKuperByLuigiNovi2.jpg,151,-18,353,-31,366,170,163,183
10.10.10PeterKuperByLuigiNovi2.jpg,733,480,988,590,878,845,623,735
10.10.10PeterKuperByLuigiNovi2.jpg,-12,542,284,536,290,833,-6,839
Peter_kuper.JPG,684,549,2174,382,2341,1872,851,2039
Loz_jaffee_panel.png,829,93,1067,61,1099,298,862,331
Loz_jaffee_panel.png,1357,99,1575,39,1634,257,1417,317
Loz_jaffee_panel.png,254,115,509,55,569,310,314,370
Loz_jaffee_panel.png,201,268,369,182,455,350,287,436
