img_path,top_left_col,top_left_row,top_right_col,top_right_row,bot_right_col,bot_right_row,bot_left_col,bot_left_row,eye_right_col,eye_right_row,eye_left_col,eye_left_row,nose_tip_col,nose_tip_row,mouth_right_col,mouth_right_row,mouth_left_col,mouth_left_row
20070922_Adam_Kraus_and_Jake_Long_obscure_Ryan_Mallett_and_Mike_Hart.jpg,1982,203,2069,203,2069,290,1982,290
20070922_Adam_Kraus_and_Jake_Long_obscure_Ryan_Mallett_and_Mike_Hart.jpg,2229,534,2302,529,2307,602,2234,607
20070922_Adam_Kraus_and_Jake_Long_obscure_Ryan_Mallett_and_Mike_Hart.jpg,2665,-13,2737,-11,2735,60,2663,58
20070922_Adam_Kraus_and_Jake_Long_obscure_Ryan_Mallett_and_Mike_Hart.jpg,2772,-12,2837,-5,2830,59,2765,52
20070922_Adam_Kraus_and_Jake_Long_obscure_Ryan_Mallett_and_Mike_Hart.jpg,683,254,765,213,806,295,724,336
20070922_Adam_Kraus_and_Jake_Long_obscure_Ryan_Mallett_and_Mike_Hart.jpg,2816,15,2886,19,2882,89,2813,85
20070922_Adam_Kraus_and_Jake_Long_obscure_Ryan_Mallett_and_Mike_Hart.jpg,453,229,538,226,542,311,456,315
20070922_Adam_Kraus_and_Jake_Long_obscure_Ryan_Mallett_and_Mike_Hart.jpg,2928,48,2990,53,2985,115,2923,110
20070922_Adam_Kraus_and_Jake_Long_obscure_Ryan_Mallett_and_Mike_Hart.jpg,3141,8,3221,14,3214,93,3135,87
20070922_Adam_Kraus_and_Jake_Long_obscure_Ryan_Mallett_and_Mike_Hart.jpg,2738,290,2833,279,2844,374,2749,385
20070922_Adam_Kraus_and_Jake_Long_obscure_Ryan_Mallett_and_Mike_Hart.jpg,3175,395,3274,408,3261,507,3162,494
20070922_Adam_Kraus_and_Jake_Long_obscure_Ryan_Mallett_and_Mike_Hart.jpg,1276,2,1346,-1,1350,68,1280,72
20070922_Adam_Kraus_and_Jake_Long_obscure_Ryan_Mallett_and_Mike_Hart.jpg,2579,-16,2647,-15,2645,52,2577,51
20070922_Adam_Kraus_and_Jake_Long_obscure_Ryan_Mallett_and_Mike_Hart.jpg,1196,-27,1266,-20,1259,49,1189,42
20070922_Adam_Kraus_and_Jake_Long_obscure_Ryan_Mallett_and_Mike_Hart.jpg,2490,-21,2561,-24,2564,47,2492,49
20070922_Michigan_huddle.jpg,1098,542,1346,496,1392,745,1144,791
20070922_Michigan_huddle.jpg,1286,269,1534,289,1514,537,1266,517
20070922_Michigan_huddle.jpg,1692,346,1957,327,1976,592,1711,611
20070922_Michigan_huddle.jpg,269,495,540,409,626,679,356,766
20090905_Justin_Boren_blocking_for_Dane_Sanzenbacher.jpg,549,103,584,104,582,138,548,137
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,318,54,411,51,414,143,321,146
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,1727,64,1818,64,1818,154,1727,154
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,1378,31,1461,32,1460,115,1377,114
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,906,5,984,-8,998,69,920,83
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,1201,62,1292,71,1283,162,1192,153
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,763,40,848,35,853,120,768,125
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,545,43,626,40,629,121,548,124
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,1145,-21,1222,-16,1217,60,1140,55
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,678,42,763,34,771,119,686,127
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,1239,200,1330,205,1325,296,1234,291
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,159,34,255,41,248,137,152,130
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,1230,1,1313,0,1314,83,1231,84
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,1046,-9,1139,-11,1141,80,1048,82
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,13,56,105,60,102,152,9,148
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,365,-25,442,-30,448,46,370,52
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,363,424,470,424,470,532,363,532
20070922_Ryan_Mallett_rolling_out_against_Penn_State.jpg,1613,49,1680,46,1683,112,1617,115
"20090926_Bryant_Browning,_Mike_Brewster_and_Justin_Boren_come_to_the_line_after_a_timeout.jpg",513,69,560,69,560,115,513,115
"20090926_Bryant_Browning,_Mike_Brewster_and_Justin_Boren_come_to_the_line_after_a_timeout.jpg",406,67,459,67,459,120,406,120
"20090926_Bryant_Browning,_Mike_Brewster_and_Justin_Boren_come_to_the_line_after_a_timeout.jpg",151,41,170,40,171,59,152,60
"20090926_Bryant_Browning,_Mike_Brewster_and_Justin_Boren_come_to_the_line_after_a_timeout.jpg",135,153,162,152,163,179,136,180
"20090926_Bryant_Browning,_Mike_Brewster_and_Justin_Boren_come_to_the_line_after_a_timeout.jpg",176,39,195,39,195,57,176,57
"20090926_Bryant_Browning,_Mike_Brewster_and_Justin_Boren_come_to_the_line_after_a_timeout.jpg",57,116,104,116,104,162,57,162
"20090926_Bryant_Browning,_Mike_Brewster_and_Justin_Boren_come_to_the_line_after_a_timeout.jpg",123,18,142,18,142,36,123,36
"20090926_Bryant_Browning,_Mike_Brewster_and_Justin_Boren_come_to_the_line_after_a_timeout.jpg",614,25,635,28,632,48,611,45
