img_path,top_left_col,top_left_row,top_right_col,top_right_row,bot_right_col,bot_right_row,bot_left_col,bot_left_row,eye_right_col,eye_right_row,eye_left_col,eye_left_row,nose_tip_col,nose_tip_row,mouth_right_col,mouth_right_row,mouth_left_col,mouth_left_row
Terumi_Tanaka_at_2024_Nobel_Peace_Prize_Ceremony_3_(cropped).jpg,478,118,842,134,826,498,462,482
Terumi_Tanaka_at_2024_Nobel_Peace_Prize_Ceremony_3_(cropped).jpg,861,1058,1211,1119,1150,1470,800,1409
Hibakusha.jpg,1163,262,1425,294,1393,556,1131,524
Hibakusha.jpg,2045,233,2289,330,2191,574,1947,477
Hibakusha.jpg,1557,303,1771,333,1741,548,1527,518
Hibakusha.jpg,1036,229,1240,168,1301,371,1097,432
Hibakusha.jpg,438,224,751,181,793,494,480,537
Hibakusha.jpg,817,212,1126,187,1151,496,842,521
Hibakusha.jpg,2174,328,2367,295,2400,489,2206,521
Hibakusha.jpg,445,470,777,525,722,857,390,802
Hibakusha.jpg,69,-45,366,-33,354,262,57,250
Hibakusha.jpg,1181,301,1408,300,1409,526,1182,527
