img_path,top_left_col,top_left_row,top_right_col,top_right_row,bot_right_col,bot_right_row,bot_left_col,bot_left_row,eye_right_col,eye_right_row,eye_left_col,eye_left_row,nose_tip_col,nose_tip_row,mouth_right_col,mouth_right_row,mouth_left_col,mouth_left_row
Icarus_-_Campeone_de_Parejas.jpg,224,135,364,123,377,263,237,276
Icarus_-_Campeone_de_Parejas.jpg,538,446,583,444,586,489,540,492
Icarus_Chikara.jpg,184,95,320,81,334,217,198,231
Icarus_Chikara.jpg,63,404,147,374,177,459,93,488
Team_F.I.S.T._2008.jpg,-9,407,71,394,84,476,2,488
Team_F.I.S.T._2008.jpg,758,313,823,313,823,377,758,377
Team_F.I.S.T._2008.jpg,497,332,569,331,571,403,499,404
Team_F.I.S.T._2008.jpg,119,143,220,128,236,228,135,244
Team_F.I.S.T._2008.jpg,176,368,249,362,256,436,182,442
Team_F.I.S.T._2008.jpg,285,124,404,115,412,235,293,243
Team_F.I.S.T._2008.jpg,214,392,271,384,279,440,223,448
Team_F.I.S.T._2008.jpg,524,116,634,89,662,200,551,227
