img_path,top_left_col,top_left_row,top_right_col,top_right_row,bot_right_col,bot_right_row,bot_left_col,bot_left_row,eye_right_col,eye_right_row,eye_left_col,eye_left_row,nose_tip_col,nose_tip_row,mouth_right_col,mouth_right_row,mouth_left_col,mouth_left_row
Spokesperson_Nauert_Participates_in_Press_Conference_in_Bangladesh.jpg,711,195,800,195,800,284,711,284
Spokesperson_Nauert_Participates_in_Press_Conference_in_Bangladesh.jpg,82,172,186,173,185,277,81,276
Spokesperson_Nauert_Participates_in_Press_Conference_in_Bangladesh.jpg,527,190,610,189,611,272,528,273
Spokesperson_Nauert_Participates_in_Press_Conference_in_Bangladesh.jpg,320,199,402,178,424,260,342,282
Secretary_Pompeo_Addresses_Staff_Before_Departing_for_Mexico_City_(43338274892).jpg,1596,525,2034,420,2138,858,1700,962
Secretary_Pompeo_Addresses_Staff_Before_Departing_for_Mexico_City_(43338274892).jpg,2843,634,3163,523,3275,843,2954,955
Secretary_Pompeo_Addresses_Staff_Before_Departing_for_Mexico_City_(43338274892).jpg,637,1309,1040,1173,1177,1577,773,1713
Secretary_Pompeo_Addresses_Staff_Before_Departing_for_Mexico_City_(43338274892).jpg,2271,572,2536,577,2531,843,2266,838
Secretary_Pompeo_Addresses_Staff_Before_Departing_for_Mexico_City_(43338274892).jpg,2259,673,2643,681,2635,1065,2251,1057
Secretary_Pompeo_Addresses_Staff_Before_Departing_for_Mexico_City_(43338274892).jpg,2871,574,3417,453,3538,998,2992,1119
Secretary_Pompeo_Addresses_Staff_Before_Departing_for_Mexico_City_(43338274892).jpg,3117,232,4010,150,4091,1044,3198,1125
2018_International_Women_of_Courage_(39225866210).jpg,2488,883,3186,1011,3058,1710,2360,1582
2018_International_Women_of_Courage_(39225866210).jpg,2884,911,3570,830,3651,1516,2965,1597
Spokesperson_Nauert_Addresses_Reporters_at_the_Department_Press_Briefing_(35593416062).jpg,2274,1170,2485,1171,2484,1382,2273,1381
Spokesperson_Nauert_Addresses_Reporters_at_the_Department_Press_Briefing_(35593416062).jpg,4499,1556,4745,1546,4755,1792,4509,1802
Spokesperson_Nauert_Addresses_Reporters_at_the_Department_Press_Briefing_(35593416062).jpg,3444,1878,3669,1811,3737,2036,3511,2103
Acting_Under_Secretary_Nauert_Works_Behind-the-Scenes_at_the_Singapore_Summit_(42039141894).jpg,630,901,1095,984,1012,1448,548,1366
Acting_Under_Secretary_Nauert_Works_Behind-the-Scenes_at_the_Singapore_Summit_(42039141894).jpg,1841,1273,2390,675,2988,1224,2439,1822
Acting_Under_Secretary_Nauert_Works_Behind-the-Scenes_at_the_Singapore_Summit_(42039141894).jpg,1448,924,1777,930,1771,1259,1442,1253
Acting_Under_Secretary_Nauert_Works_Behind-the-Scenes_at_the_Singapore_Summit_(42039141894).jpg,1424,985,1884,807,2061,1267,1601,1445
Acting_Under_Secretary_Nauert_Works_Behind-the-Scenes_at_the_Singapore_Summit_(42039141894).jpg,1608,821,2101,844,2078,1337,1585,1314
Secretary_Pompeo_Chats_With_Acting_Under_Secretary_Nauert_(42038494634).jpg,1020,506,1558,548,1516,1085,979,1044
Secretary_Pompeo_Chats_With_Acting_Under_Secretary_Nauert_(42038494634).jpg,2251,45,2975,57,2963,781,2239,769
Secretary_Pompeo_Chats_With_Acting_Under_Secretary_Nauert_(42038494634).jpg,208,657,536,555,638,884,309,985
Secretary_Pompeo_Chats_With_Acting_Under_Secretary_Nauert_(42038494634).jpg,1747,506,2132,490,2149,875,1764,892
Secretary_Pompeo_Chats_With_Acting_Under_Secretary_Nauert_(42038494634).jpg,1825,528,2167,520,2175,862,1833,870
Heather_Nauert_Regional_Media_Day.png,792,178,1305,222,1261,735,749,691
